,gender,locality,ethnicity,religion,q1,q2b,q4,q2,q3,q8,q9,resp_id
579,Female,Remote,White European,None,Lifting weights,Irregularly,No,,Basketball;Hockey stick;,,Don't know;,579
580,Female,Remote,White European,,Lifting weights,Irregularly,No,,Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,580
581,Male,Remote,White European,,Aerobics,Irregularly,No,Sky diving;Mountain biking;,Basketball;Hockey stick;Parachute;,,To buy something for myself;To buy something for somebody else;To check prices;,581
582,Male,CBD (central business district),Any other white background,,Basketball,,Yes,,Basketball;Football;Surfboard;Swimming goggles;,,To check prices;,582
583,Female,Urban,White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;Kite boarding;Snowboarding;,Basketball;Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;To check prices;,583
584,Female,Urban,White European,,Lifting weights,,No,,Football;,,To buy something for myself;To buy something for somebody else;,584
585,Male,CBD (central business district),White European,Roman Catholic,Lifting weights,Irregularly,No,,Football;Hockey stick;,Breakfast;Dinner;,Not applicable - I won't ever go to a sporting goods store;,585
586,Male,Urban,Any other white background,Other,Lifting weights,Never,Yes,,Hockey stick;,Mid-morning snacking;,Other;,586
587,Female,CBD (central business district),Indian,,Not applicable - I don't exercise,Irregularly,Yes,,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,587
588,Female,Remote,White European,Prefer not to say,Aerobics,Irregularly,No,Mountain biking;,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,588
589,Female,Suburban,Black Caribbean,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Sky diving;Snowboarding;,Basketball;Hockey stick;Surfboard;,,To buy something for myself;,589
590,Female,Urban,White European,,Aerobics,Regularly,No,Kite boarding;,Basketball;Football;,,To check prices;,590
591,Female,Urban,White European,,Lifting weights,Irregularly,No,,Basketball;Hockey stick;,Breakfast;Lunch;Mid-afternoon snacking;,To buy something for myself;To buy something for somebody else;To check prices;,591
592,Female,CBD (central business district),White European,,Aerobics,Irregularly,No,Other;,Football;Hockey stick;Parachute;,,To buy something for somebody else;,592
593,Female,Urban,Any other white background,,Pilates,Irregularly,No,,Basketball;Hockey stick;,,Don't know;,593
594,Female,Remote,White European,Church of England/Anglican/Episcopal,Aerobics,,No,None of these;,9Parachute;,,Not applicable - I won't ever go to a sporting goods store;,594
595,Male,Suburban,White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;Kite boarding;Snowboarding;Parachuting;,Basketball;Football;Hockey stick;Surfboard;Swimming goggles;,,Don't know;,595
596,Male,CBD (central business district),Any other white background,None,Lifting weights,Regularly,Yes,,Football;Hockey stick;Surfboard;,,Don't know;,596
597,Male,CBD (central business district),White European,None,Aerobics,,Yes,Other;,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,597
598,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Mountain biking;,Basketball;Football;Hockey stick;,Mid-morning snacking;Mid-afternoon snacking;,To buy something for myself;,598
599,Female,Remote,White European,,Football (soccer),Irregularly,Yes,,Basketball;Football;Hockey stick;Parachute;,,Don't know;,599
600,Female,Rural,White European,Presbyterian/Church of Scotland,Aerobics,Irregularly,Yes,Sky diving;Base jumping;Mountain biking;Kite boarding;,Basketball;Football;Hockey stick;,,To buy something for myself;,600
601,Male,Urban,White European,,Lifting weights,Irregularly,Yes,,Basketball;Football;Hockey stick;,,To buy something for myself;To ask the staff for sporting advice;To check prices;,601
602,Male,Suburban,White European,,Aerobics,Irregularly,Yes,Sky diving;Base jumping;Mountain biking;Kite boarding;Snowboarding;Parachuting;,Basketball;Football;Hockey stick;,Breakfast;Mid-morning snacking;Lunch;Mid-afternoon snacking;Dinner;,Not applicable - I won't ever go to a sporting goods store;,602
603,Female,Rural,White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,No,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,603
604,Male,Remote,White European,,Aerobics,Irregularly,No,Parachuting;,Basketball;Football;Hockey stick;,Breakfast;Mid-morning snacking;Lunch;Mid-afternoon snacking;Dinner;,To buy something for myself;,604
605,Female,Suburban,White European,,Lifting weights,Irregularly,No,,Hockey stick;,Mid-afternoon snacking;Dinner;,Not applicable - I won't ever go to a sporting goods store;,605
606,Male,Urban,White European,,Lifting weights,Regularly,Yes,,Basketball;Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,606
607,Male,Urban,White European,Church of England/Anglican/Episcopal,Football (soccer),Irregularly,No,,Football;,,Not applicable - I won't ever go to a sporting goods store;,607
608,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Football (soccer),Irregularly,No,,Basketball;Football;Hockey stick;,,Don't know;,608
609,Male,Rural,White European,,Aerobics,Irregularly,Yes,Sky diving;Mountain biking;,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,609
610,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,,No,Sky diving;Base jumping;Kite boarding;,Football;Hockey stick;Surfboard;,,Don't know;,610
611,Male,Remote,White European,Presbyterian/Church of Scotland,Aerobics,Never,Yes,Sky diving;Mountain biking;,Hockey stick;,,Don't know;,611
612,Male,Urban,White European,Church of England/Anglican/Episcopal,Aerobics,Regularly,No,Other;,Hockey stick;,,To buy something for myself;,612
613,Female,Rural,White European,,Aerobics,,No,Mountain biking;,Basketball;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,613
614,Female,CBD (central business district),White European,None,Yoga,Irregularly,No,,Basketball;Hockey stick;Parachute;,,Don't know;,614
615,Male,Suburban,White European,None,Lifting weights,Never,No,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,615
616,Female,Remote,White European,,Aerobics,Irregularly,No,Other;,Football;,,Not applicable - I won't ever go to a sporting goods store;,616
617,Female,Remote,White European,None,Lifting weights,Regularly,No,,Basketball;Hockey stick;Surfboard;,Mid-afternoon snacking;,To buy something for somebody else;,617
618,Male,Suburban,White European,None,Aerobics,Irregularly,No,Mountain biking;Parachuting;,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,618
619,Female,Urban,White European,,Aerobics,Irregularly,No,Mountain biking;,Basketball;Football;,,To buy something for myself;To check prices;,619
620,Female,Urban,White European,,Aerobics,Irregularly,Yes,Base jumping;Mountain biking;Kite boarding;Snowboarding;,Basketball;Football;Hockey stick;Surfboard;,,To buy something for somebody else;To ask the staff for sporting advice;,620
621,Female,Urban,White European,,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;Climbing gear;,,To buy something for myself;,621
622,Male,Rural,White European,,Aerobics,Irregularly,No,Mountain biking;,Basketball;Football;Hockey stick;Surfboard;,Mid-afternoon snacking;,Don't know;,622
623,Female,Rural,White European,Church of England/Anglican/Episcopal,Lifting weights,Never,No,,Basketball;Football;Hockey stick;Surfboard;,,Not applicable - I won't ever go to a sporting goods store;,623
624,Female,Urban,White European,None,Aerobics,,Yes,Base jumping;,Basketball;Football;Hockey stick;,Mid-morning snacking;Mid-afternoon snacking;Dinner;,To buy something for myself;,624
625,Female,,White European,None,Lifting weights,Irregularly,No,,Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,625
626,Female,Remote,White European,,Lifting weights,Never,Yes,,Football;,,Don't know;,626
627,Female,Suburban,White European,,Aerobics,Regularly,No,Kite boarding;,Basketball;Football;Hockey stick;,,To buy something for myself;To check prices;,627
628,Female,Urban,White European,Buddhist,Not applicable - I don't exercise,,No,,Basketball;Hockey stick;,Breakfast;None of them;,Not applicable - I won't ever go to a sporting goods store;,628
629,Male,Urban,White European,,Pilates,,Yes,,Basketball;Hockey stick;Parachute;,,To buy something for myself;To check prices;,629
630,Female,CBD (central business district),White European,,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;,Dinner;,Don't know;,630
631,Male,Rural,White European,Presbyterian/Church of Scotland,Football (soccer),Irregularly,No,,Hockey stick;,,To buy something for myself;To buy something for somebody else;To check prices;,631
632,Female,CBD (central business district),White European,,Aerobics,Irregularly,No,Base jumping;,Basketball;Football;Hockey stick;Parachute;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,632
633,Female,CBD (central business district),White European,,Lifting weights,Irregularly,No,,Football;Hockey stick;,,To check prices;,633
634,Female,Suburban,White European,,Aerobics,Never,No,Base jumping;,Basketball;Football;Hockey stick;,Dinner;,To buy something for myself;To buy something for somebody else;To check prices;Other;,634
635,Female,Urban,White European,None,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;Parachute;,,Don't know;,635
636,Female,CBD (central business district),White European,,Aerobics,Irregularly,No,Base jumping;Mountain biking;Parachuting;,Basketball;Football;Hockey stick;,None of them;,To buy something for myself;To buy something for somebody else;,636
637,Female,Rural,White European,,Aerobics,Irregularly,No,None of these;,Basketball;,,Not applicable - I won't ever go to a sporting goods store;,637
638,Female,Rural,White European,None,Pilates,,No,,Basketball;Parachute;,,To buy something for myself;To buy something for somebody else;To check prices;,638
639,Female,Urban,Other ethnic group,,Aerobics,Never,No,Sky diving;Base jumping;Mountain biking;Kite boarding;,Football;Hockey stick;,Breakfast;Mid-morning snacking;Lunch;Mid-afternoon snacking;Dinner;,Not applicable - I won't ever go to a sporting goods store;,639
640,Female,Remote,White European,Roman Catholic,Aerobics,,No,Other;,Basketball;Football;,,To check prices;Other;,640
641,Female,Remote,White European,,Football (soccer),Irregularly,No,,Basketball;Football;Hockey stick;Surfboard;,,Not applicable - I won't ever go to a sporting goods store;,641
642,Female,Urban,Any other white background,Other,Aerobics,Irregularly,No,Sky diving;Base jumping;,Basketball;Parachute;,,To buy something for myself;,642
643,Female,Urban,White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,Yes,,Basketball;Football;Hockey stick;Climbing gear;,None of them;,To buy something for myself;To buy something for somebody else;,643
644,Male,Urban,White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,Yes,Mountain biking;,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,644
645,Male,CBD (central business district),White European,None,Aerobics,Irregularly,Yes,Other;,Basketball;Football;Hockey stick;Surfboard;,,To ask the staff for sporting advice;,645
646,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;Parachute;,,Don't know;,646
647,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Running/jogging,Irregularly,No,,Hockey stick;,Breakfast;,Not applicable - I won't ever go to a sporting goods store;,647
648,Female,Remote,White European,Prefer not to say,Aerobics,Irregularly,No,Kite boarding;,Basketball;Football;,,Not applicable - I won't ever go to a sporting goods store;,648
